"Projektnummer";"Registrationsnummer";"Projekt-Bezeichnung";"Gebaeude-Bezeichnung";"Strasse des Gebäudes";"PLZ";"Ort";"Kanton";"BFS-Nummer";"Labelstatus";"Standard";"Zertifizierungsart";"Zertifizierungsstelle";"Anzahl Gebäude";"Einverstanden";"Mutationsdatum";"Eingereicht";"Provisorisches Zertifikat";"Definitives Zertifikat";"EBF";"Minergie-Kennzahl Anforderung";"Minergie-Kennzahl berechnet";"Heizwärmebedarf Anforderung";"Heizwärmebedarf berechnet";"Solar (m2)";"PV (kWp)";"qh-mp Berechnet";"qh-mp Anforderung";"EGID";"ParzellenNummer";"Gebaeude-Versicherungsnummer";"X-Koordinate";"Y-Koordinate";"ZertifikatGebaeudeInfo";"ZertifikatEnergieInfo";
"65316";"ZH-9613";"MFH Altwiesenstrasse";"MFH Altwiesenstrasse";"Altwiesenstrasse 284";"8051";"Zürich";"ZH";"261";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-05-25 11:34:37";"2021-02-01 09:25:53";"2021-05-25 11:34:37";" ";"3380.1";"59.86";"53.20";"27.54";"25.00";" ";" ";" ";" ";" ";" ";" ";" ";" ";"MFH Altwiesenstrasse, Altwiesenstrasse 284, 8051 Zürich";"Fernwärme (>50% erneuerbar) und Photovoltaik";
"65307";"ZH-820-P";"Wohnüberbauung Morgenthal, Zugerstrasse 29";"Wohnüberbauung Morgenthal, Haus A, Zugerstrasse 29";"Zugerstrasse 29";"8816";"Hirzel";"ZH";"295";"provisorisch";"Minergie-P";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-05-28 07:59:31";"2021-02-04 07:19:19";"2021-05-28 07:59:31";" ";"1998";"54.52";"47.89";"23.59";"21.60";" ";" ";" ";" ";" ";"HL3198";" ";" ";" ";"Wohnüberbauung Morgenthal, Haus A, Zugerstrasse 29, Zugerstrasse 29, 8816 Hirzel";"Pelletfeuerung, Begleitheizbänder und Begleitheizbänder";
"65308";"ZH-821-P";"Wohnüberbauung Morgenthal, Zugerstrasse 31";"Wohnüberbauung Morgenthal, Haus B, Zugerstrasse 31";"Zugerstrasse 31";"8816";"Hirzel";"ZH";"295";"provisorisch";"Minergie-P";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-05-28 08:00:08";"2021-02-04 07:40:11";"2021-05-28 08:00:08";" ";"1847";"54.83";"47.96";"23.07";"22.80";" ";" ";" ";" ";" ";"HL3198";" ";" ";" ";"Wohnüberbauung Morgenthal, Haus B, Zugerstrasse 31, Zugerstrasse 31, 8816 Hirzel";"Pelletfeuerung, Begleitheizbänder und Begleitheizbänder";
"65309";"ZH-822-P";"Wohnüberbauung Morgenthal, Zugerstrasse 33";"Wohnüberbauung Morgenthal, Haus C, Zugerstrasse 33";"Zugerstrasse 33";"8816";"Hirzel";"ZH";"295";"provisorisch";"Minergie-P";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-05-28 08:00:33";"2021-02-04 08:06:18";"2021-05-28 08:00:33";" ";"1880";"54.52";"47.66";"24.54";"22.20";" ";" ";" ";" ";" ";"HL3198";" ";" ";" ";"Wohnüberbauung Morgenthal, Haus C, Zugerstrasse 33, Zugerstrasse 33, 8816 Hirzel";"Pelletfeuerung, Begleitheizbänder und Begleitheizbänder";
"61827";"ZH-9592";"Neubau Verkaufsstellen mit Wohnungen";"Neubau Verkaufsstellen mit Wohnungen";"Sonnenrain 59";"8700";"Küsnacht / Itschnach";"ZH";"154";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"0";"2021-03-16 09:01:19";"2021-02-04 17:08:41";"2021-03-16 09:01:19";" ";"2148.5";"74.54";"20.31";"38.20";"26.47";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Neubau Verkaufsstellen mit Wohnungen, Sonnenrain 59, 8700 Küsnacht / Itschnach";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser, Luft-Wärmepumpe, Heizung und Photovoltaik";
"65413";"ZH-808-P";"2 MFH Ritterhausstrasse Uerikon - Haus A";"2 MFH Ritterhausstrasse Uerikon - Haus A";"Ritterhausstrasse 21";"8713";"Uerikon";"ZH";"158";"provisorisch";"Minergie-P";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-04-26 15:14:06";"2021-02-08 23:40:23";"2021-04-26 15:14:06";" ";"1153";"50.00";"49.13";"26.87";"25.56";" ";" ";" ";" ";" ";" ";" ";" ";" ";"2 MFH Ritterhausstrasse Uerikon - Haus A, Ritterhausstrasse 21, 8713 Uerikon";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser, Begleitheizbänder und Photovoltaik";
"65414";"ZH-809-P";"2 MFH Ritterhausstrasse Uerikon - Haus B";"2 MFH Ritterhausstrasse Uerikon - Haus B";"Ritterhausstrasse 23";"8713";"Uerikon";"ZH";"158";"provisorisch";"Minergie-P";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-04-26 15:15:35";"2021-02-08 23:41:28";"2021-04-26 15:15:34";" ";"1184.4";"50.00";"49.19";"26.45";"25.33";" ";" ";" ";" ";" ";" ";" ";" ";" ";"2 MFH Ritterhausstrasse Uerikon - Haus B, Ritterhausstrasse 23, 8713 Uerikon";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser, Begleitheizbänder und Photovoltaik";
"65383";"ZH-811-P";"Neubau MFH Neuhofstrasse 10";"MFH Neuhofstrasse 10, 8330 Pfäffikon";"Neuhofstrasse 10";"8330";"Pfäffikon";"ZH";"177";"provisorisch";"Minergie-P";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-05-10 12:07:29";"2021-02-09 09:00:39";"2021-05-10 12:07:29";" ";"1902.7";"74.16";"70.34";"24.94";"23.97";" ";" ";" ";" ";" ";" ";" ";" ";" ";"MFH Neuhofstrasse 10, 8330 Pfäffikon, Neuhofstrasse 10, 8330 Pfäffikon";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser und Photovoltaik";
"65384";"ZH-812-P";"MFH Neuhofstrasse 12, 8330 Pfäffikon";"MFH Neuhofstrasse 12, 8330 Pfäffikon";"Neuhofstrasse 12";"8330";"Pfäffikon";"ZH";"177";"provisorisch";"Minergie-P";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-05-10 12:08:33";"2021-02-09 09:11:47";"2021-05-10 12:08:33";" ";"1865.4";"40.19";"39.56";"21.25";"19.44";" ";" ";" ";" ";" ";" ";" ";" ";" ";"MFH Neuhofstrasse 12, 8330 Pfäffikon, Neuhofstrasse 12, 8330 Pfäffikon";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser und Photovoltaik";
"65432";"ZH-9600";"Neubau Goldbacherstrasse 3 Küsnacht";"Neubau FH mit Gewerbe";"Goldbacherstrasse 3";"8700";"Küsnacht";"ZH";"154";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"0";"2021-04-26 16:00:21";"2021-02-10 15:06:09";"2021-04-26 16:00:21";" ";"1133.9";"67.69";"67.48";"35.36";"34.35";" ";" ";" ";" ";" ";"6110";" ";" ";" ";"Neubau FH mit Gewerbe, Goldbacherstrasse 3, 8700 Küsnacht";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser und Photovoltaik";
"65434";"ZH-9601";"Neubau Goldbacherstrasse 5 Küsnacht";"Neubau MFH mit Gewerbe";"Goldbacherstrasse 5";"8700";"Küsnacht";"ZH";"154";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"0";"2021-04-26 16:01:36";"2021-02-10 16:27:18";"2021-04-26 16:01:36";" ";"1331";"62.45";"56.20";"34.62";"30.38";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Neubau MFH mit Gewerbe, Goldbacherstrasse 5, 8700 Küsnacht";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser und Photovoltaik";
"63018";"ZH-9621";"Neubau MFH Am Oeschbrig 5, 8053 Zürich-Witikon";"Neubau MFH Am Oeschbrig";"Am Oeschbrig 5";"8053";"Zürich";"ZH";"261";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-05-27 17:32:46";"2021-02-11 11:04:26";"2021-05-27 17:32:46";" ";"1607.1";"57.83";"56.10";"29.47";"20.28";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Neubau MFH Am Oeschbrig, Am Oeschbrig 5, 8053 Zürich";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser und Photovoltaik";
"65511";"ZH-825-P";"Neubau 3 MFH Rütistrasse Haus A";"Neubau 3 MFH Rütistrasse Haus A";"Rütistrasse 4";"8472";"Seuzach - Oberohringen";"ZH";"227";"provisorisch";"Minergie-P";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-05-28 08:07:46";"2021-02-22 14:35:58";"2021-05-28 08:07:46";" ";"840";"52.62";"50.16";"24.17";"23.89";" ";" ";" ";" ";" ";"5752";" ";" ";" ";"Neubau 3 MFH Rütistrasse Haus A, Rütistrasse 4, 8472 Seuzach - Oberohringen";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser, Elektro-Wassererwärmer und Photovoltaik";
"65513";"ZH-826-P";"Neubau 3 MFH Rütistrasse Haus B";"Neubau 3 MFH Rütistrasse Haus B";"Rütistrasse 6";"8472";"Seuzach - Oberohringen";"ZH";"227";"provisorisch";"Minergie-P";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-05-28 08:08:14";"2021-02-22 14:42:36";"2021-05-28 08:08:14";" ";"882";"52.52";"49.08";"23.33";"23.33";" ";" ";" ";" ";" ";"5752";" ";" ";" ";"Neubau 3 MFH Rütistrasse Haus B, Rütistrasse 6, 8472 Seuzach - Oberohringen";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser, Elektro-Wassererwärmer und Photovoltaik";
"65514";"ZH-827-P";"Neubau 3 MFH Rütistrasse Haus C";"Neubau 3 MFH Rütistrasse Haus C";"Rütistrasse 8";"8472";"Seuzach - Oberohringen";"ZH";"227";"provisorisch";"Minergie-P";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-05-28 08:08:46";"2021-02-22 14:43:44";"2021-05-28 08:08:46";" ";"768";"52.35";"49.06";"24.89";"23.89";" ";" ";" ";" ";" ";"5752";" ";" ";" ";"Neubau 3 MFH Rütistrasse Haus C, Rütistrasse 8, 8472 Seuzach - Oberohringen";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser, Elektro-Wassererwärmer und Photovoltaik";
"65518";"ZH-9598";"Aufstockung EFH Uster";"Aufstockung EFH Uster";"Krämerackerstrasse 37";"8610";"Uster";"ZH";"198";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"0";"2021-03-31 08:26:07";"2021-02-25 09:02:31";"2021-03-31 08:26:07";" ";"382";"55.00";"51.19";"39.35";"38.61";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Aufstockung EFH Uster, Krämerackerstrasse 37, 8610 Uster";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser, Elektro-Wassererwärmer und Photovoltaik";
"65456";"ZH-9596";"Systemerneuerung EFH Oberhausensteig Wettswil Chaney";"EFH Oberhausensteig Wettswil Chaney";"Oberhausensteig 32";"8907";"Wettswil";"ZH";"14";"provisorisch";"Minergie";"Systemerneuerung";"Zertifizierungsstelle ZH";"1";"1";"2021-03-30 13:10:23";"2021-02-25 13:46:15";"2021-03-30 13:10:23";" ";"324";" ";" ";" ";" ";" ";"0.00";" ";" ";" ";" ";" ";" ";" ";"EFH Oberhausensteig Wettswil Chaney, Oberhausensteig 32, 8907 WEttswil";"Erdsonden-WP, Heizung und Erdsonden-WP, Warmwasser";
"65567";"ZH-9593";"Totalsanierung EFH Fleck Weisslingen";"Totalsanierung EFH Fleck Weisslingen";"Leisibüel 14";"8484";"Weisslingen";"ZH";"180";"provisorisch";"Minergie";"Systemerneuerung";"Zertifizierungsstelle ZH";"1";"1";"2021-03-16 09:02:16";"2021-03-03 12:52:19";"2021-03-16 09:02:15";" ";"287.4";" ";" ";" ";" ";"0.00";"0.00";" ";" ";"90033";"650";"1001";"2700964";"1253462";"Totalsanierung EFH Fleck Weisslingen, Leisibüel 14, 8484 Weisslingen";"Wärmepumpe Erdwärmesonde, Abluft-Wärmepumpe ohne ZUL und ";
"65665";"ZH-9603";"Sanierung EFH_Wiesengrundweg 4_Schönenberg";"Einfamilienhaus";"Wiesengrundweg 4";"8824";"Schönenberg";"ZH";"293";"provisorisch";"Minergie";"Systemerneuerung";"Zertifizierungsstelle ZH";"1";"1";"2021-04-28 12:58:40";"2021-03-05 13:27:29";"2021-04-28 12:58:40";" ";"396";" ";" ";" ";" ";" ";"11.40";" ";" ";" ";"WE13741";"293-07657";"227503.84";"691452.32";"Einfamilienhaus, Wiesengrundweg 4, 8824 Schönenberg";"Wärmepumpe Erdwärmesonde, Erdsonden-WP, Warmwasser und Photovoltaik";
"65683";"ZH-9599";"Neubau MFH, Riedtstrasse 2, 8303 Bassersdorf";"Neubau MFH, Riedtstrasse 2, Bassersdorf";"Riedtstrasse 2";"8303";"Bassersdorf";"ZH";"52";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-04-26 16:08:46";"2021-03-08 16:46:12";"2021-04-26 16:08:46";" ";"1007";"55.00";"53.36";"35.12";"27.44";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Neubau MFH, Riedtstrasse 2, Bassersdorf, Riedtstrasse 2, 8303 Bassersdorf";"Luft-Wärmepumpe, Heizung, Luft-Wärmepumpe, Warmwasser, Elektro direkt und Photovoltaik";
"65625";"ZH-9612";"energetische Sanierung und Aufstockung MFH Brunner";"energetische Sanierung und Aufstockung MFH Brunner";"Kreuzbühlstrasse 16";"8620";"Wetzikon";"ZH";"121";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"0";"2021-05-25 11:31:32";"2021-03-09 16:52:43";"2021-05-25 11:31:32";" ";"523.7";"88.85";"65.60";"47.50";"28.60";" ";" ";" ";" ";"51045";"3257";"2447";"2702525";"1241085";"energetische Sanierung und Aufstockung MFH Brunner, Kreuzbühlstrasse 16, 8620 Wetzikon";"Luft-Wärmepumpe, Heizung, Luft-Wärmepumpe, Warmwasser, Elektro-Wassererwärmer und Photovoltaik";
"65726";"ZH-818-P";"NB MFH (Haus A) Hundbüel 18 Russikon";"NB MFH (Haus A) Hundbüel 18 Russikon";"Hundbüel 18";"8332";"Russikon";"ZH";"178";"provisorisch";"Minergie-P";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-05-28 07:51:31";"2021-03-16 08:47:29";"2021-05-28 07:51:31";" ";"936.9";"50.46";"49.80";"23.75";"22.28";" ";" ";" ";" ";" ";" ";" ";" ";" ";"NB MFH (Haus A) Hundbüel 18 Russikon, Hundbüel 18, 8332 Russikon";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser, Elektro-Wassererwärmer und Photovoltaik";
"65727";"ZH-819-P";"NB MFH (Haus B) Hundbüel 16 Russikon";"NB MFH (Haus B) Hundbüel 16 Russikon";"Hundbüel 16";"8332";"Russikon";"ZH";"178";"provisorisch";"Minergie-P";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-05-28 07:51:40";"2021-03-16 08:49:13";"2021-05-28 07:51:40";" ";"900.3";"53.67";"50.28";"26.45";"26.03";" ";" ";" ";" ";" ";" ";" ";" ";" ";"NB MFH (Haus B) Hundbüel 16 Russikon, Hundbüel 16, 8332 Russikon";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser, Elektro-Wassererwärmer und Photovoltaik";
"65695";"ZH-9615";"Reihenhäuser Müliwiesstrasse";"Reihenhäuser Müliwiesstrasse";"Müliwiesstrasse 3";"8487";"Zell";"ZH";"231";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-05-27 17:30:24";"2021-03-19 11:31:11";"2021-05-27 17:30:24";" ";"199";"55.00";"53.40";"40.98";"38.33";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Reihenhäuser Müliwiesstrasse, Müliwiesstrasse 3, 8487 Zell";"Luft-Wärmepumpe, Heizung, Luft-Wärmepumpe, Warmwasser, Begleitheizbänder und Photovoltaik";
"65695";"ZH-9616";"Reihenhäuser Müliwiesstrasse";"Reihenhäuser Müliwiesstrasse";"Müliwiesstrasse 5";"8487";"Zell";"ZH";"231";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-05-27 17:30:24";"2021-03-19 11:31:11";"2021-05-27 17:30:24";" ";"196";"55.00";"53.40";"40.98";"38.33";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Reihenhäuser Müliwiesstrasse, Müliwiesstrasse 5, 8487 Zell";"Luft-Wärmepumpe, Heizung, Luft-Wärmepumpe, Warmwasser, Begleitheizbänder und Photovoltaik";
"65695";"ZH-9617";"Reihenhäuser Müliwiesstrasse";"Reihenhäuser Müliwiesstrasse";"Müliwiesstrasse 7";"8487";"Zell";"ZH";"231";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-05-27 17:30:24";"2021-03-19 11:31:11";"2021-05-27 17:30:24";" ";"192";"55.00";"53.40";"40.98";"38.33";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Reihenhäuser Müliwiesstrasse, Müliwiesstrasse 7, 8487 Zell";"Luft-Wärmepumpe, Heizung, Luft-Wärmepumpe, Warmwasser, Begleitheizbänder und Photovoltaik";
"65695";"ZH-9618";"Reihenhäuser Müliwiesstrasse";"Reihenhäuser Müliwiesstrasse";"Müliwiesstrasse 9";"8487";"Zell";"ZH";"231";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-05-27 17:30:24";"2021-03-19 11:31:11";"2021-05-27 17:30:24";" ";"106";"55.00";"53.40";"40.98";"38.33";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Reihenhäuser Müliwiesstrasse, Müliwiesstrasse 9, 8487 Zell";"Luft-Wärmepumpe, Heizung, Luft-Wärmepumpe, Warmwasser, Begleitheizbänder und Photovoltaik";
"65682";"ZH-9619";"MFH Höhenstrasse, 8127 Forch ZH";"Neubau 2 MFH, 8127 Forch ZH";"Höhenstrasse 29";"8127";"Forch";"ZH";"195";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"0";"2021-05-27 17:31:24";"2021-03-22 10:38:08";"2021-05-27 17:31:24";" ";"856.1";"55.00";"54.56";"38.38";"31.49";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Neubau 2 MFH, 8127 Forch ZH, Höhenstrasse 29, 8127 Forch";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser, Elektro-Wassererwärmer und Photovoltaik";
"65682";"ZH-9620";"MFH Höhenstrasse, 8127 Forch ZH";"Neubau 2 MFH, 8127 Forch ZH";"Höhenstrasse 31";"8127";"Forch";"ZH";"195";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"0";"2021-05-27 17:31:24";"2021-03-22 10:38:08";"2021-05-27 17:31:24";" ";"856.1";"55.00";"54.56";"38.38";"31.49";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Neubau 2 MFH, 8127 Forch ZH, Höhenstrasse 31, 8127 Forch";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser, Elektro-Wassererwärmer und Photovoltaik";
"65553";"ZH-9610";"2021.002 Neubau DEFH Hettlingerstrasse, 8472 Seuzach";"Neubau DEFH (Haus1)";"Hettlingerstrasse 999";"8472";"Seuzach";"ZH";"227";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-05-25 18:02:35";"2021-03-24 14:42:58";"2021-05-25 18:02:35";" ";"250";"55.67";"52.70";"43.30";"33.00";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Neubau DEFH (Haus1), Hettlingerstrasse 999, 8472 Seuzach";"Luft-Wärmepumpe, Heizung, Luft-Wärmepumpe, Warmwasser, Elektro-Wassererwärmer und Photovoltaik";
"65553";"ZH-9611";"2021.002 Neubau DEFH Hettlingerstrasse, 8472 Seuzach";"Neubau DEFH (Haus 2)";"Hettlingerstrasse 998";"8472";"Seuzach";"ZH";"227";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"0";"2021-05-25 18:02:35";"2021-03-24 14:42:58";"2021-05-25 18:02:35";" ";"221";"55.67";"52.70";"43.30";"33.00";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Neubau DEFH (Haus 2), Hettlingerstrasse 998, 8472 Seuzach";"Luft-Wärmepumpe, Heizung, Luft-Wärmepumpe, Warmwasser, Elektro-Wassererwärmer und Photovoltaik";
"65696";"ZH-835-P";"Ersatzneubau EFH, Untere Bergstrasse 55, Wädenswil";"Ersatzneubau EFH";"Untere Bergstrasse 55";"8820";"Wädenswil";"ZH";"293";"provisorisch";"Minergie-P";"Label";"Zertifizierungsstelle ZH";"1";"0";"2021-05-28 08:12:39";"2021-03-29 11:58:39";"2021-05-28 08:12:39";" ";"451";"50.00";"46.00";"32.84";"29.39";" ";" ";" ";" ";" ";"WE13746";" ";" ";" ";"Ersatzneubau EFH, Untere Bergstrasse 55, 8820 Wädenswil";"Luft-Wärmepumpe, Heizung, Elektro direkt, Luft-Wärmepumpe, Warmwasser, Elektro-Wassererwärmer und Photovoltaik";
"65980";"ZH-823-P";"Ersatzneubau EFH-Florastrasse 65 Uster";"Ersatzneubau EFH-Florastrasse 65 Uster";"Florastrasse 65";"8610";"Uster";"ZH";"198";"provisorisch";"Minergie-P";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-05-25 11:40:26";"2021-04-08 16:13:58";"2021-05-25 11:40:26";" ";"362";"50.00";"48.99";"31.15";"30.37";" ";" ";" ";" ";" ";"B4649";" ";" ";" ";"Ersatzneubau EFH-Florastrasse 65 Uster, Florastrasse 65, 8610 Uster";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser, Elektro-Wassererwärmer und Photovoltaik";
"66058";"ZH-9608";"19.086 Umbau Geschäftshaus";"Umbau Geschäftshaus";"Freigutstrasse 16";"8027";"Zürich";"ZH";"261";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-05-12 08:07:15";"2021-04-20 11:47:57";"2021-05-12 08:07:15";" ";"4280";"129.16";"111.02";"0.00";"0.00";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Umbau Geschäftshaus, Freigutstrasse 16, 8027 Zürich";"Luft-Wärmepumpe, Heizung, Luft-Wärmepumpe, Warmwasser und Photovoltaik";
"66047";"ZH-9607";"Sanierung EFH Dorfstrasse 20";"Sanierung EFH Dorfstrasse 20";"Dorfstrasse 20";"8914";"Aeugst am Albis";"ZH";"1";"provisorisch";"Minergie";"Label";"Zertifizierungsstelle ZH";"1";"1";"2021-05-12 08:10:52";"2021-04-22 09:59:14";"2021-05-12 08:10:52";" ";"279.8";"90.00";"69.47";"0.00";"0.00";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Sanierung EFH Dorfstrasse 20, Dorfstrasse 20, 8914 Aeugst am Albis";"Erdsonden-WP, Heizung, Erdsonden-WP, Warmwasser, Solarenergie therm. Warmwasser und Photovoltaik";
